Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
10.86,214.44,142.97,77.34,511.57,2480.78,15.45,250.78,280.64,119.86,59.32,644.06,22.09,22.51,88.40,3.90,51.05,237.12,106.56,11.38,490.79,122.99,31.40,230.75,146.34,47.39,632.15,155.28,31.31,126.81,194.79,66.27,75.37,68.22,1018.68,161.86,357.50,278.61,83.13,203.43,48.39,107.60,996.58,288.51,211.77,79.50,38.10,190.06,27.80,337.98,169.81,170.86,132.14,209.41,69.34,122.31,72.00,60.86,20.05,18.06,25.40,15.55,28.16,31.71,44.48,285.29,36.49,21.02,10.98,499.86,1251.72,15.79,22.65,188.17,37.12,26.76,28.41,85.32,62.31,19.59,80.59,176.75,24.24,96.72,94.03,75.61,6.07,20.98,62.10,23.70,31.12,17.16,18.75,26.97,10.32,12.34,24.32,43.09,,485.63,145.13,291.70,27.55,121.28,121.47,32.49,27.05,398.64,12.66,66.46,207.82,122.52,189.24,243.27,36.50,27.62,69.55,14.13,191.46,84.12,48.17,141.81,116.65,171.33,48.20,872.63,2600.24,601.50,1149.94,263.95,105.47,70.28,1663.10,46.08,72.36,90.90,23.14,167.39,310.57,26.50,65.22,160.19,786.22,49.14,1226.60,964.90,29.13,81.92,24.00,79.50
11.80,225.41,195.18,80.60,522.93,2484.90,18.04,256.78,282.36,123.11,65.35,627.82,22.66,20.75,90.29,4.06,53.02,232.98,106.94,11.74,504.23,126.26,31.40,234.75,152.03,47.24,677.37,155.50,31.22,135.30,197.98,68.35,76.70,70.50,1041.60,161.64,352.11,278.93,82.79,205.96,50.41,107.77,1007.58,291.53,215.78,82.00,37.04,200.47,26.40,345.93,172.09,180.54,134.89,208.64,73.00,123.69,76.39,60.68,19.39,18.46,25.19,12.25,27.77,33.61,45.05,285.70,38.03,30.38,10.64,496.08,1239.36,14.52,23.61,190.42,39.61,27.84,28.83,85.00,62.52,19.98,80.56,175.97,24.52,96.69,96.96,79.10,6.13,22.86,66.46,21.58,31.16,17.63,19.80,28.45,10.42,14.86,24.39,47.92,,454.31,147.91,310.38,27.97,122.25,121.97,32.20,30.99,399.32,14.53,61.05,207.45,121.07,190.87,250.81,35.72,29.55,70.25,15.74,191.33,89.80,49.85,143.18,123.60,173.75,49.67,883.55,2540.85,597.24,1150.74,270.78,109.24,80.25,1669.27,48.97,75.42,92.20,24.63,167.30,312.20,27.07,66.97,158.99,800.84,48.70,1208.22,1002.81,28.82,84.69,25.00,88.50
11.11,232.25,202.88,78.23,510.83,2522.44,19.20,260.04,279.92,124.20,67.69,589.34,22.39,21.11,94.88,3.92,49.36,234.81,108.13,12.40,506.79,126.94,31.40,235.25,151.45,45.64,652.19,156.37,31.62,143.49,198.01,68.39,78.91,70.93,1036.61,160.12,350.85,272.90,84.00,207.83,48.72,115.19,1000.64,294.57,219.23,83.40,36.10,206.69,26.37,343.76,172.18,188.94,137.47,212.15,75.23,122.87,76.39,60.44,18.84,19.71,27.59,13.36,29.12,31.57,47.84,281.45,37.84,29.13,11.07,493.98,1271.88,14.40,23.31,195.56,40.39,28.09,30.25,81.29,62.30,19.17,80.09,176.60,24.85,96.54,96.31,75.03,6.08,27.24,66.84,26.46,30.36,17.88,19.84,26.38,10.39,15.95,24.14,46.41,,397.03,145.48,324.85,27.71,122.61,135.59,32.94,34.24,404.55,15.23,62.49,213.29,120.65,188.81,259.78,36.60,31.35,69.89,14.96,193.53,88.95,49.28,143.83,124.47,177.89,50.72,869.89,2523.20,609.60,1151.40,267.88,114.73,89.00,1661.49,49.69,75.88,91.80,25.26,169.06,323.10,28.29,66.81,167.91,815.08,48.03,1239.20,983.15,29.43,85.80,24.00,87.00
12.25,233.80,190.13,83.03,505.90,2545.11,20.09,258.37,278.26,124.63,66.97,601.83,22.01,20.65,98.80,3.89,49.94,231.08,106.73,11.97,505.35,126.33,31.40,236.73,149.03,44.48,687.88,158.66,31.90,146.21,193.69,68.62,75.98,71.71,1036.26,160.32,342.80,271.32,83.88,210.45,47.41,118.58,1008.86,293.26,220.43,84.81,37.45,207.27,24.95,345.51,175.04,191.45,136.07,212.03,78.99,122.66,79.34,60.48,18.70,17.35,26.97,16.46,31.58,32.80,42.79,286.12,37.17,29.72,11.51,500.34,1287.96,14.80,23.14,186.45,46.84,29.73,27.99,81.62,64.16,18.98,79.69,174.85,25.55,98.47,96.88,73.00,6.11,30.23,65.49,26.84,29.98,17.91,21.02,25.72,10.48,17.55,23.80,47.16,,404.07,144.25,334.62,27.63,128.17,139.50,32.89,35.15,408.64,14.23,67.35,215.79,120.48,182.05,266.50,36.68,31.38,71.02,15.29,190.91,88.49,50.85,143.69,124.04,176.85,56.64,874.85,2530.06,620.24,1153.46,276.28,114.89,94.71,1632.76,49.16,77.17,93.36,25.09,170.38,318.40,28.74,68.42,166.44,813.08,48.17,1224.92,986.79,27.56,85.16,24.00,87.50
11.99,225.12,190.43,83.61,541.56,2552.85,20.40,259.02,276.19,124.85,61.75,614.32,20.55,21.54,99.58,4.07,54.77,229.24,106.14,11.55,509.84,125.91,31.41,241.13,149.79,44.91,703.50,159.90,31.89,143.50,188.62,68.86,78.95,68.75,1042.49,158.37,335.51,266.31,80.66,210.36,47.71,118.60,1006.86,302.84,221.25,83.35,35.11,205.67,23.93,347.48,173.70,195.11,135.48,213.29,84.27,123.14,81.66,60.62,19.01,17.39,25.59,14.14,30.54,31.64,45.56,281.96,39.41,29.52,12.38,496.32,1303.44,15.27,23.05,196.94,46.28,30.30,26.73,85.56,64.79,19.03,82.34,176.00,25.45,97.48,96.93,78.06,6.04,30.92,64.85,32.45,28.63,18.44,20.86,24.72,10.78,22.08,23.69,47.50,,389.76,146.89,337.21,28.09,138.62,123.56,31.28,39.26,411.90,14.56,67.41,214.02,122.81,181.38,256.29,37.12,32.05,71.95,15.06,190.67,85.97,48.22,148.83,122.89,179.05,54.35,877.53,2525.09,612.73,1150.69,275.56,116.69,98.94,1636.71,49.46,75.79,97.26,25.57,172.44,317.65,27.99,70.53,173.23,817.87,47.82,1196.97,976.06,27.74,86.65,23.50,88.50
11.99,216.13,169.28,82.90,523.48,2538.26,24.67,257.20,272.15,122.91,53.12,595.15,17.87,21.10,100.12,4.09,49.20,228.14,106.34,13.34,505.51,126.42,62.33,233.19,148.75,46.09,703.01,160.69,31.77,134.37,189.47,68.30,78.94,66.42,1034.14,155.60,317.99,262.14,78.44,212.67,47.52,115.20,1001.99,306.52,220.62,84.87,35.66,204.43,24.04,341.98,172.86,195.56,135.38,212.17,85.84,124.74,75.88,60.62,19.27,19.07,25.31,14.24,30.09,31.76,43.14,279.09,40.78,29.73,13.31,493.74,1303.08,14.89,23.14,192.31,45.26,28.95,25.88,83.83,66.55,18.54,83.40,172.76,25.76,95.19,95.64,76.70,6.05,29.25,59.44,30.24,30.22,18.83,21.25,26.21,10.74,23.59,23.73,47.23,,319.84,141.82,334.87,27.76,139.90,123.41,29.93,38.34,404.35,16.08,67.22,214.83,122.27,175.44,254.11,35.53,30.31,70.60,18.07,188.67,80.94,46.64,150.25,120.86,180.92,54.94,875.46,2489.70,604.01,1145.59,277.85,115.59,102.98,1640.70,49.58,78.94,90.03,24.48,169.23,318.97,27.28,70.66,167.27,801.81,47.84,1196.80,964.96,26.28,83.98,24.00,86.00
11.63,200.69,161.52,81.07,519.91,2529.03,23.80,250.13,270.99,118.05,39.76,596.98,16.21,20.60,98.02,4.00,41.65,225.23,104.16,11.89,489.97,124.56,54.91,226.94,145.02,45.47,692.90,158.20,31.90,130.06,186.10,73.85,78.23,66.80,1037.18,154.59,296.69,256.89,70.91,210.69,47.38,112.86,991.34,300.71,216.34,85.07,31.28,203.35,24.04,337.97,173.31,193.84,133.26,209.37,85.28,120.06,82.22,59.75,18.66,18.38,26.12,8.66,28.62,32.56,48.45,275.71,42.19,29.39,12.13,476.52,1302.54,15.07,23.05,193.93,42.29,29.19,26.66,80.52,67.12,18.70,83.45,175.25,26.64,92.78,92.90,78.12,6.08,28.20,53.58,27.41,31.45,18.96,20.57,27.71,10.75,22.62,23.46,48.13,,293.55,139.21,311.07,27.34,138.95,118.92,28.85,39.04,400.53,14.17,65.07,208.96,120.78,173.72,250.87,34.11,27.31,69.50,18.05,185.28,75.83,45.09,144.34,118.70,178.42,53.53,865.17,2447.86,591.17,1135.23,280.85,118.41,100.58,1592.34,48.47,80.82,92.57,23.66,168.34,312.99,26.48,64.87,163.99,776.03,46.77,1190.59,946.44,23.23,77.31,22.50,82.00
10.61,187.04,146.46,65.34,500.62,2526.16,23.92,236.59,267.00,102.91,21.29,568.63,14.65,19.86,93.03,3.13,31.71,195.33,102.16,11.63,476.47,120.64,47.71,206.12,124.91,45.89,679.97,168.55,31.91,124.73,175.43,74.83,78.05,62.27,1009.74,151.44,278.55,250.80,72.60,207.66,42.69,103.21,979.33,292.48,206.43,80.96,28.09,197.49,15.36,324.44,172.99,176.77,132.89,204.23,78.31,118.13,73.84,60.32,18.09,18.93,26.51,8.21,25.31,34.70,54.09,275.59,41.90,28.70,11.21,435.00,1312.80,15.90,22.52,192.53,43.73,31.88,26.84,80.75,67.29,20.70,83.87,173.66,25.86,92.76,91.96,75.88,6.03,33.28,41.56,29.32,33.98,18.88,21.19,30.07,10.75,22.96,24.11,47.40,,309.88,130.78,261.62,24.77,133.32,130.94,22.66,32.80,393.00,12.39,59.21,201.07,116.04,156.75,235.25,29.95,22.64,64.42,17.62,165.16,63.05,41.79,140.62,115.92,159.45,53.33,825.83,2391.73,576.77,1118.63,271.36,114.83,102.34,1487.42,46.64,63.64,103.04,24.13,149.12,311.14,23.38,57.53,155.54,734.58,45.73,1142.61,904.67,15.48,64.38,23.00,77.50
10.67,178.65,138.81,55.00,484.09,2508.06,23.56,231.34,264.49,93.44,4.57,546.34,15.63,19.66,86.17,2.56,21.38,182.19,102.42,10.68,466.77,117.84,46.16,206.39,110.23,45.50,665.18,147.77,31.73,123.56,173.72,69.59,76.08,58.13,984.75,151.62,268.93,254.13,75.92,203.03,42.79,102.33,970.85,280.12,194.61,78.41,30.19,188.83,12.56,301.69,170.95,167.18,131.86,201.02,71.01,116.67,69.25,59.52,19.30,19.19,26.71,9.95,24.32,34.77,55.25,282.65,48.73,29.30,11.75,405.60,1315.32,18.09,22.76,193.91,43.14,31.95,27.34,82.35,65.75,19.76,84.71,170.52,26.05,93.26,89.10,78.24,6.11,29.34,37.64,27.24,31.74,18.80,21.71,30.11,10.72,21.77,22.83,47.75,,318.40,124.49,223.22,23.02,124.52,73.37,15.08,26.38,384.70,6.94,54.74,187.31,110.75,122.14,251.13,26.80,18.31,61.95,13.01,144.77,51.92,39.64,134.83,112.11,143.22,50.64,716.82,2291.26,500.35,1105.13,262.03,109.69,99.72,927.36,41.44,68.66,63.98,24.66,138.22,312.41,19.23,44.05,145.69,502.75,44.84,649.33,858.29,12.22,55.95,20.50,67.00
9.88,175.12,137.79,56.14,464.11,2490.62,21.90,227.07,263.50,86.23,0.17,520.92,16.80,18.97,81.47,2.70,15.30,177.46,104.19,8.41,459.56,117.02,47.43,205.09,111.25,50.66,658.67,138.72,31.41,118.09,142.72,70.20,86.37,57.27,975.33,156.27,267.34,264.28,69.81,195.68,41.22,109.57,964.76,279.68,182.79,76.66,34.89,179.25,12.85,281.74,168.94,153.95,132.78,199.92,71.02,82.86,70.52,58.98,27.96,20.82,25.92,10.20,22.40,34.98,50.15,276.78,48.20,28.37,11.30,387.48,1302.48,16.34,23.02,182.97,43.43,29.77,28.41,77.29,65.55,19.36,79.58,174.16,25.80,94.38,80.53,74.67,6.06,26.91,32.64,34.16,35.47,18.73,21.45,31.23,10.75,20.02,21.61,47.69,,344.97,125.20,150.56,21.62,111.25,71.60,14.94,21.30,378.85,4.40,28.88,175.66,110.98,125.31,238.51,25.38,18.79,58.92,12.15,96.32,46.84,37.34,135.00,110.38,141.32,47.56,635.04,2150.36,472.14,1089.55,238.17,72.56,87.73,701.48,38.80,58.14,76.82,23.83,124.01,298.06,17.60,42.72,61.68,442.85,40.55,451.02,828.78,11.17,52.11,19.50,61.00
8.82,177.95,122.67,52.50,460.25,2485.14,22.51,206.39,261.90,74.25,0.16,508.88,16.95,19.44,75.73,1.88,11.64,186.31,103.44,8.37,456.19,117.62,49.34,207.62,117.89,57.62,657.31,109.39,32.78,92.31,137.00,73.53,90.56,57.03,971.31,178.58,259.12,280.03,69.90,193.74,39.34,113.44,961.71,273.56,179.95,75.43,37.90,174.54,13.14,254.19,168.51,146.97,130.96,198.97,71.78,73.15,70.12,58.93,26.61,19.06,27.41,13.12,22.41,31.71,41.83,272.79,40.63,28.05,9.50,369.36,1302.96,15.41,22.41,184.47,41.27,29.71,29.17,75.44,62.39,18.59,78.27,179.50,25.47,91.99,82.14,63.69,6.07,30.21,36.15,31.92,31.66,18.63,20.99,30.82,11.32,18.38,21.85,45.58,,358.59,123.50,130.03,21.38,110.98,83.77,18.92,21.27,374.21,6.05,17.30,163.16,114.31,148.08,219.97,21.98,15.73,54.02,10.91,82.10,40.93,38.02,133.10,108.67,138.45,43.82,628.59,2167.07,450.12,1088.85,237.84,52.16,77.15,656.07,36.58,54.75,74.54,22.46,61.42,295.89,16.85,40.67,51.20,470.38,42.76,425.88,809.96,11.35,43.48,20.00,59.50
8.54,177.74,112.31,44.53,441.01,2472.06,18.87,192.68,260.22,66.66,0.15,496.81,13.94,19.39,69.31,1.06,5.79,176.05,97.62,8.94,451.74,114.27,50.81,211.20,114.60,51.97,658.46,101.88,32.98,81.73,115.75,73.68,89.31,56.52,952.88,179.19,251.89,286.71,88.55,193.53,33.67,110.82,958.53,268.17,173.65,76.06,38.16,171.44,12.82,229.80,166.18,144.42,120.74,178.53,69.80,72.19,61.22,58.48,26.56,18.54,25.66,11.50,22.20,31.96,37.37,280.85,40.80,23.30,9.18,358.02,1313.04,15.68,17.16,178.64,40.95,28.95,28.41,72.73,54.27,18.71,65.05,177.47,17.79,91.62,83.12,51.91,6.05,26.44,37.24,33.88,32.33,14.13,21.49,30.22,11.43,18.61,17.48,30.87,,352.91,116.94,117.50,21.11,109.71,85.70,19.00,19.32,363.55,6.00,16.52,155.66,93.53,152.44,201.59,19.13,13.23,51.38,11.11,79.97,36.72,33.29,131.82,105.56,137.34,41.48,614.23,2191.30,446.06,1078.70,231.13,41.05,64.34,649.52,36.99,49.72,70.94,21.16,59.88,316.87,16.55,41.31,46.02,432.19,42.36,399.24,782.57,11.97,41.91,20.50,60.50
8.47,172.63,65.54,39.34,460.75,2459.93,17.70,176.57,260.47,63.03,0.13,485.06,10.83,17.64,50.31,1.22,5.75,159.15,86.59,9.87,441.47,106.12,42.80,187.10,114.90,48.36,650.72,102.16,28.81,69.31,88.19,58.06,83.88,40.40,935.59,174.82,243.83,215.34,49.30,192.84,30.24,89.41,951.25,269.88,168.37,73.70,38.12,170.03,13.34,222.60,95.47,142.03,108.24,169.30,68.17,52.50,24.31,58.47,30.00,18.72,25.54,16.30,22.79,32.05,38.73,280.01,40.72,22.27,11.37,349.56,1277.64,14.97,16.41,172.76,40.17,29.26,24.41,68.64,47.58,19.78,63.46,89.59,17.35,90.30,80.34,28.10,6.06,29.32,35.88,32.47,27.45,13.69,19.23,29.13,11.46,17.59,16.51,27.37,,339.19,108.42,115.00,21.52,100.09,86.31,19.54,15.55,344.41,5.81,17.32,153.69,23.32,142.66,195.76,19.25,12.97,35.03,8.81,80.05,30.00,31.36,129.07,104.09,131.42,41.55,602.38,2173.87,444.14,1077.38,229.28,34.03,55.25,640.14,35.08,43.56,44.42,20.80,60.31,313.34,16.18,40.41,44.48,393.98,43.70,346.20,782.23,12.38,42.97,20.00,54.50
5.72,164.71,36.80,38.84,439.42,2452.88,16.30,170.50,258.48,57.50,0.12,481.24,10.59,16.50,43.34,1.28,5.67,146.72,81.98,9.46,437.11,105.06,35.08,171.25,115.07,44.44,646.60,100.06,26.05,50.38,85.04,52.70,69.83,33.33,928.79,175.44,241.68,147.86,35.67,192.24,30.75,73.91,954.52,260.55,169.41,74.63,41.18,166.31,13.04,223.29,77.57,137.61,100.50,159.42,67.04,46.16,18.74,58.94,28.01,17.95,23.05,12.80,22.79,29.59,31.35,277.69,40.36,22.13,9.27,343.08,1244.10,15.00,16.38,153.19,38.39,27.76,22.50,61.40,46.21,19.64,66.45,86.69,16.76,87.65,53.05,25.62,6.10,20.73,34.19,29.10,24.78,13.05,18.84,28.67,11.46,17.64,16.12,25.49,,322.55,97.16,113.07,20.80,85.72,100.68,19.32,17.06,340.25,5.44,17.40,151.20,23.26,142.01,192.92,18.54,12.96,28.20,9.71,78.89,29.46,30.97,116.86,100.44,129.36,36.45,603.32,2184.47,439.93,1072.84,227.41,30.91,51.08,636.41,34.62,43.92,46.89,21.02,59.80,310.67,15.93,38.99,44.76,240.75,44.11,328.43,775.14,11.59,42.03,20.00,52.50
4.60,159.40,36.25,32.57,425.53,2464.14,14.92,136.94,257.17,55.99,0.10,485.87,9.72,14.21,39.91,1.19,4.82,120.09,81.40,8.27,437.97,92.06,36.73,161.16,79.18,44.13,564.39,100.60,26.83,41.67,83.81,50.64,63.14,34.14,804.18,151.94,214.53,150.89,35.61,169.41,30.25,75.03,825.71,256.84,164.10,74.45,41.02,166.82,12.86,221.74,101.56,130.44,85.55,138.00,67.31,49.29,19.38,58.10,26.65,17.37,22.46,13.52,22.79,28.43,30.80,276.99,39.95,22.29,10.04,338.70,1227.00,13.81,16.39,146.65,35.52,26.45,23.20,56.97,47.22,19.16,62.82,93.34,16.94,87.44,40.67,25.70,6.04,15.33,33.30,27.57,24.85,13.21,17.69,29.47,11.46,17.65,15.97,25.92,,319.09,96.81,109.40,17.01,41.26,85.97,17.68,16.18,337.85,4.70,17.50,144.99,25.79,107.37,154.50,18.77,12.43,29.22,8.19,79.50,30.10,30.64,111.89,97.91,107.75,34.89,602.03,2186.74,438.22,1067.25,223.52,30.26,48.49,633.52,35.02,41.24,45.08,20.39,62.18,312.13,15.72,39.73,45.23,232.34,43.83,325.22,768.95,11.70,37.74,20.50,47.00
4.59,159.51,38.91,33.13,357.23,2457.07,12.33,147.74,259.85,56.56,0.09,416.98,9.57,14.20,39.25,1.14,4.82,111.55,72.81,8.13,434.54,91.79,31.94,153.83,68.67,44.69,531.38,90.94,26.06,41.39,85.16,49.38,63.73,29.98,799.77,153.06,205.74,147.80,35.97,167.97,31.43,73.91,824.72,250.74,162.28,75.69,42.66,162.97,12.66,213.21,125.46,110.67,85.19,133.57,65.38,77.62,19.02,58.34,26.38,18.09,22.63,13.17,22.59,27.34,30.52,274.71,39.66,21.79,9.56,334.62,1222.92,13.68,16.38,142.01,34.31,26.33,21.05,55.12,47.83,18.69,63.22,92.17,16.63,85.61,39.96,25.50,6.11,13.67,32.29,23.98,25.83,13.03,18.05,28.05,11.45,17.12,16.25,24.67,,316.31,83.36,107.54,16.96,35.50,94.62,17.70,11.33,338.09,4.27,16.30,142.76,23.31,106.58,144.00,18.83,12.78,27.91,9.13,81.86,22.10,29.32,110.29,94.12,93.79,33.45,601.18,2196.90,449.62,1068.36,221.60,30.81,47.25,625.40,34.35,39.52,42.24,20.57,60.39,308.49,15.99,38.73,44.33,233.66,44.20,328.31,769.11,11.52,35.98,20.00,44.50
4.06,167.16,37.62,37.69,419.43,2445.10,13.88,162.06,260.67,56.41,0.07,482.38,10.53,16.51,36.29,1.08,5.70,128.75,82.94,8.43,437.94,105.53,35.92,143.37,77.45,44.59,563.76,104.91,25.95,49.08,81.48,49.50,61.27,32.89,912.05,175.69,203.31,294.57,35.15,191.25,31.27,71.38,941.63,251.39,163.07,75.25,43.83,164.47,12.80,211.50,127.31,124.33,93.31,153.28,64.91,81.21,19.09,57.89,27.64,16.70,22.05,13.30,22.84,26.12,29.50,272.66,39.09,21.76,7.10,334.68,1224.24,13.09,16.36,143.82,32.37,25.86,20.58,53.87,47.31,17.93,62.94,91.14,16.48,86.19,40.25,25.38,6.09,13.39,32.58,22.98,22.95,12.73,17.20,25.66,11.48,17.57,15.80,24.82,,316.15,94.19,103.70,19.67,37.67,116.38,22.68,11.36,336.48,6.13,14.89,139.39,25.08,100.28,177.87,18.80,12.57,27.01,11.84,80.08,28.17,29.27,108.65,92.77,100.21,32.00,604.10,2251.05,442.72,1066.34,223.26,30.91,49.23,614.11,33.81,41.24,45.44,18.85,60.06,304.24,16.25,37.63,44.87,233.84,44.71,331.33,766.30,11.95,33.45,20.00,43.50
4.67,165.51,35.94,37.85,401.19,2442.37,11.25,153.91,259.44,55.63,0.06,477.00,10.80,16.58,36.98,1.25,5.41,149.41,81.82,8.57,433.18,105.09,36.11,130.62,82.09,45.39,565.33,105.80,25.94,47.36,82.40,48.71,60.27,33.34,911.36,174.08,216.02,325.86,34.88,192.11,31.46,70.03,935.52,252.32,163.56,76.42,43.99,165.66,12.75,211.60,110.57,123.00,93.80,154.80,64.22,94.66,18.22,57.70,27.06,16.28,21.32,13.78,22.42,26.38,29.18,269.78,37.99,21.64,10.85,333.00,1219.50,14.44,16.12,143.96,29.93,24.84,20.46,52.72,46.52,17.48,61.53,90.17,16.32,83.97,38.74,26.29,6.09,13.26,32.66,22.32,23.00,12.97,17.00,24.03,11.48,17.48,15.21,24.51,,323.90,96.56,106.12,19.54,37.83,125.24,23.91,11.21,333.15,6.07,15.06,137.33,25.12,101.13,181.90,18.16,12.07,26.38,6.94,81.12,28.72,28.26,118.81,93.30,95.18,31.92,601.38,2313.69,448.42,1062.85,220.31,30.82,51.09,618.95,33.96,36.37,44.67,17.79,59.50,300.47,16.34,36.97,45.25,234.77,43.78,344.40,759.93,11.63,33.14,19.50,43.50
6.97,158.49,35.69,41.55,419.51,2430.82,11.64,194.19,261.98,54.78,0.04,480.74,10.89,16.52,35.98,1.60,9.65,148.76,81.91,7.83,434.82,103.53,35.66,130.96,82.60,45.53,569.39,105.41,29.97,48.45,81.16,47.96,59.32,49.65,904.11,170.91,233.33,315.54,38.03,191.02,32.19,72.59,936.35,249.31,162.68,74.47,44.53,165.06,12.79,210.75,66.71,121.47,92.25,161.76,62.41,77.36,18.99,54.28,26.57,16.30,22.93,15.25,22.55,26.27,27.68,269.78,38.23,19.41,7.08,335.34,1199.46,14.75,15.11,137.69,29.95,24.41,21.41,53.94,43.27,17.70,61.97,88.61,16.32,84.72,45.91,25.38,6.12,15.31,31.81,22.86,25.95,12.60,18.20,23.30,11.47,17.00,15.39,24.09,,339.77,94.86,105.75,19.72,37.52,134.21,25.34,10.48,341.37,9.18,15.69,136.41,60.45,148.25,172.44,17.92,12.04,26.05,6.92,103.72,32.60,28.55,119.50,95.31,91.22,29.11,644.00,2330.80,478.08,1056.36,222.19,30.70,48.09,728.51,33.90,38.31,44.58,18.14,130.66,298.05,16.39,36.27,44.89,248.75,45.20,417.95,766.07,11.37,32.80,19.50,44.50
6.46,171.06,34.84,46.34,419.25,2418.36,9.60,205.98,262.28,64.66,0.03,474.55,10.34,16.28,39.27,2.20,10.71,151.37,93.97,6.36,429.40,108.80,34.19,169.78,100.53,70.06,621.83,105.22,30.43,95.14,85.72,55.22,51.81,54.11,897.24,161.70,262.25,313.13,44.07,191.41,37.86,57.97,937.75,249.37,161.19,75.17,44.34,166.62,13.64,239.55,68.32,121.43,95.71,173.57,62.40,69.24,29.34,52.90,27.00,15.82,27.55,14.22,22.81,27.16,27.84,269.06,37.11,19.45,11.23,337.86,1199.10,15.21,15.25,139.06,30.48,25.61,20.27,53.39,43.65,18.51,61.33,88.25,16.09,84.42,70.79,25.37,6.12,18.27,34.77,24.23,31.39,12.16,19.73,24.32,11.47,16.84,14.83,23.82,,464.07,96.79,127.84,19.27,77.93,199.59,29.40,9.46,349.81,5.28,16.48,129.97,64.02,123.38,165.81,21.10,11.54,32.38,7.93,116.88,55.41,28.37,124.86,96.89,91.95,27.81,725.60,2372.57,541.90,1064.76,220.73,31.04,45.33,1012.84,33.48,36.82,45.72,20.62,132.32,280.41,17.20,35.74,58.77,346.60,44.45,683.44,750.72,10.75,33.35,20.00,43.00
